Country name,MedianAnnual cropsMammals,lower 95%Annual cropsMammals,upper 95%Annual cropsMammals,MedianPermanent cropsMammals,lower 95%Permanent cropsMammals,upper 95%Permanent cropsMammals,MedianPastureMammals,lower 95%PastureMammals,upper 95%PastureMammals,MedianUrbanMammals,lower 95%UrbanMammals,upper 95%UrbanMammals,MedianExtensive forestryMammals,lower 95%Extensive forestryMammals,upper 95%Extensive forestryMammals,MedianIntensive forestryMammals,lower 95%Intensive forestryMammals,upper 95%Intensive forestryMammals,MedianAnnual cropsBirds,lower 95%Annual cropsBirds,upper 95%Annual cropsBirds,MedianPermanent cropsBirds,lower 95%Permanent cropsBirds,upper 95%Permanent cropsBirds,MedianPastureBirds,lower 95%PastureBirds,upper 95%PastureBirds,MedianUrbanBirds,lower 95%UrbanBirds,upper 95%UrbanBirds,MedianExtensive forestryBirds,lower 95%Extensive forestryBirds,upper 95%Extensive forestryBirds,MedianIntensive forestryBirds,lower 95%Intensive forestryBirds,upper 95%Intensive forestryBirds,MedianAnnual cropsPlants,lower 95%Annual cropsPlants,upper 95%Annual cropsPlants,MedianPermanent cropsPlants,lower 95%Permanent cropsPlants,upper 95%Permanent cropsPlants,MedianPasturePlants,lower 95%PasturePlants,upper 95%PasturePlants,MedianUrbanPlants,lower 95%UrbanPlants,upper 95%UrbanPlants,MedianExtensive forestryPlants,lower 95%Extensive forestryPlants,upper 95%Extensive forestryPlants,MedianIntensive forestryPlants,lower 95%Intensive forestryPlants,upper 95%Intensive forestryPlants,MedianAnnual cropsAmphibians,lower 95%Annual cropsAmphibians,upper 95%Annual cropsAmphibians,MedianPermanent cropsAmphibians,lower 95%Permanent cropsAmphibians,upper 95%Permanent cropsAmphibians,MedianPastureAmphibians,lower 95%PastureAmphibians,upper 95%PastureAmphibians,MedianUrbanAmphibians,lower 95%UrbanAmphibians,upper 95%UrbanAmphibians,MedianExtensive forestryAmphibians,lower 95%Extensive forestryAmphibians,upper 95%Extensive forestryAmphibians,MedianIntensive forestryAmphibians,lower 95%Intensive forestryAmphibians,upper 95%Intensive forestryAmphibians,MedianAnnual cropsReptiles,lower 95%Annual cropsReptiles,upper 95%Annual cropsReptiles,MedianPermanent cropsReptiles,lower 95%Permanent cropsReptiles,upper 95%Permanent cropsReptiles,MedianPastureReptiles,lower 95%PastureReptiles,upper 95%PastureReptiles,MedianUrbanReptiles,lower 95%UrbanReptiles,upper 95%UrbanReptiles,MedianExtensive forestryReptiles,lower 95%Extensive forestryReptiles,upper 95%Extensive forestryReptiles,MedianIntensive forestryReptiles,lower 95%Intensive forestryReptiles,upper 95%Intensive forestryReptiles
KIRIBATI,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33061E-09,2.48758E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4116E-08,5.00323E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46639E-09,2.7006E-10,9.22323E-07,0,0,0,0,0,0,0,0,0
Republic of Korea,6.66E-10,-5.70E-10,1.48E-09,2.98E-10,-1.34E-09,1.97401E-09,4.41247E-10,-9.67925E-10,2.17745E-09,9.60894E-10,-1.48778E-10,2.85414E-09,2.85678E-10,-9.0646E-10,1.27708E-09,2.25444E-10,-9.09106E-10,1.49224E-09,1.35852E-09,-6.00618E-10,2.98175E-09,1.69049E-09,-3.15598E-10,3.46622E-09,6.37198E-10,-2.71184E-09,3.31578E-09,2.51071E-09,1.31158E-09,4.19618E-09,3.32518E-10,-2.67775E-10,1.80833E-09,1.23885E-09,-6.12799E-10,2.9367E-09,4.02354E-08,-2.22566E-08,7.91232E-08,2.82289E-08,-1.94698E-08,1.09317E-07,1.90146E-08,-6.85745E-08,1.03948E-07,3.43739E-08,-8.78632E-09,1.12688E-07,7.9548E-09,-3.26992E-08,6.50852E-08,4.97742E-09,-2.63625E-08,5.09814E-08,2.01617E-10,-1.34528E-10,4.32385E-10,1.84498E-10,-9.77765E-11,4.79368E-10,1.12585E-10,-1.8967E-10,4.29541E-10,2.39391E-10,3.47463E-11,4.97519E-10,4.2979E-11,-9.82176E-11,3.09386E-10,1.47383E-10,-4.04242E-11,4.21544E-10,2.21511E-10,-2.13441E-10,4.41481E-10,2.053E-10,-1.08696E-10,6.14259E-10,1.05405E-10,-1.00116E-10,4.9892E-10,2.70989E-10,4.35207E-11,6.59749E-10,4.83284E-11,-1.2643E-10,3.37773E-10,1.16442E-10,-1.0633E-10,4.09506E-10
CHRISTMAS_ISLAND,0,0,0.00E+00,0,0,0,2.00753E-09,1.53164E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98628E-09,5.47861E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1684E-07,4.48484E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31746E-09,9.71173E-10,5.14406E-06,0,0,0,0,0,0,0,0,0
Kuwait,1.40E-10,-7.61E-10,1.07E-09,4.99E-11,-6.64E-10,8.12879E-10,1.42266E-10,-9.89604E-11,2.67406E-10,2.05832E-10,-1.15356E-09,1.30443E-09,2.99429E-13,-4.57807E-12,6.37811E-12,2.20594E-13,-5.08283E-12,6.69952E-12,6.25217E-10,-5.04859E-09,7.65106E-09,8.82473E-10,-5.51665E-09,6.92271E-09,8.03888E-10,-8.56466E-10,1.73088E-09,1.5528E-09,-8.50526E-09,9.90872E-09,4.5437E-13,-3.11713E-12,9.05653E-12,1.77582E-12,-1.40005E-11,2.90691E-11,1.82926E-09,-9.66793E-09,1.54312E-08,1.32505E-09,-8.14191E-09,1.3621E-08,1.46516E-09,-1.65515E-09,2.67798E-09,1.79463E-09,-8.78678E-09,1.62422E-08,1.19115E-12,-3.81126E-11,5.03174E-11,3.80139E-12,-5.37827E-11,7.13215E-11,4.72317E-12,-3.23465E-11,3.85351E-11,4.34022E-12,-2.49845E-11,3.12996E-11,4.1384E-12,-2.86309E-12,8.19153E-12,6.02896E-12,-3.78846E-11,3.6093E-11,3.39929E-15,-6.48829E-14,8.96138E-14,1.38458E-14,-1.26326E-13,1.8777E-13,2.55622E-10,-8.88636E-10,1.83492E-09,2.21388E-10,-1.46929E-09,1.47306E-09,1.48768E-10,-1.95739E-10,3.35125E-10,3.24741E-10,-1.62359E-09,1.96447E-09,2.83394E-13,-3.28854E-12,6.62462E-12,6.33218E-13,-6.76993E-12,8.07936E-12
Kazakhstan,2.29E-10,-3.56E-10,9.95E-10,7.31E-11,-4.75E-10,9.27932E-10,1.79959E-10,-1.09072E-10,8.08432E-10,3.26101E-10,-5.62108E-10,1.2497E-09,6.35399E-11,-2.83749E-10,6.21509E-10,4.7113E-11,-3.33986E-10,6.52619E-10,4.73941E-10,-1.0304E-09,2.50773E-09,5.71037E-10,-1.14111E-09,2.59633E-09,3.41241E-10,-4.09971E-10,2.08813E-09,9.99976E-10,-1.64445E-09,3.59774E-09,8.29071E-11,-2.36002E-10,8.43844E-10,3.2783E-10,-6.78731E-10,1.9587E-09,3.44765E-09,-4.99361E-09,1.32388E-08,2.60041E-09,-6.41123E-09,1.41205E-08,1.39621E-09,-1.38183E-09,6.70291E-09,3.35917E-09,-7.84377E-09,1.48353E-08,3.98757E-10,-3.52165E-09,6.00907E-09,1.21925E-09,-4.18526E-09,8.08908E-09,1.24947E-11,-1.67612E-11,6.02029E-11,1.10248E-11,-2.25443E-11,5.59449E-11,8.54539E-12,-6.31607E-12,4.72425E-11,1.62132E-11,-3.11115E-11,6.41029E-11,1.80624E-12,-1.19089E-11,3.01347E-11,7.75761E-12,-1.73185E-11,5.16843E-11,6.9003E-11,-1.11235E-10,3.09742E-10,6.02662E-11,-1.37769E-10,2.86766E-10,3.68218E-11,-1.38917E-11,1.61111E-10,8.41086E-11,-1.9006E-10,3.60573E-10,9.85362E-12,-5.47139E-11,1.09824E-10,2.29944E-11,-7.75034E-11,1.56682E-10
Lao People's Democratic Republic,1.73E-09,-3.51E-09,7.66E-09,7.25E-10,-4.27E-09,6.30284E-09,1.07847E-09,-3.91179E-09,6.01102E-09,2.10114E-09,-6.03335E-09,1.10822E-08,7.98988E-10,-3.01131E-09,3.23341E-09,9.92298E-10,-3.60469E-09,5.71003E-09,6.1418E-09,-4.02502E-09,1.93972E-08,6.30262E-09,-7.4011E-09,2.56437E-08,2.85228E-09,-2.37484E-08,1.50905E-08,9.15486E-09,-1.0633E-08,3.87038E-08,1.09767E-09,-2.30805E-09,4.68647E-09,5.09631E-09,-6.43096E-09,2.2073E-08,4.33907E-08,-5.99798E-09,1.17036E-07,3.30844E-08,-1.99489E-08,1.1383E-07,3.19724E-08,-1.01338E-08,9.17451E-08,4.03288E-08,-1.89689E-08,1.39058E-07,8.46294E-09,-3.88836E-08,4.06138E-08,3.20779E-08,-1.8601E-08,1.05473E-07,3.80421E-10,-4.85328E-10,1.14587E-09,3.345E-10,-6.54088E-10,1.59039E-09,2.24926E-10,-7.62102E-10,1.15697E-09,4.31754E-10,-8.19557E-10,2.21851E-09,9.08116E-11,-4.58573E-10,4.6548E-10,2.57574E-10,-4.6281E-10,1.45182E-09,9.01136E-10,-1.52895E-09,2.72133E-09,7.74918E-10,-2.30869E-09,4.20768E-09,4.45713E-10,-1.00231E-09,2.13415E-09,1.0076E-09,-2.80726E-09,5.60771E-09,2.10823E-10,-1.07692E-09,1.20766E-09,4.1206E-10,-1.39942E-09,2.57119E-09
Lebanon,4.85E-10,-2.12E-10,2.52E-09,2.59E-10,-5.61E-10,2.67726E-09,3.76624E-10,-6.203E-10,2.41804E-09,7.47707E-10,-5.42743E-10,3.11825E-09,1.90393E-10,-5.67126E-10,1.73047E-09,1.40919E-10,-6.82204E-10,1.91875E-09,1.61218E-09,-1.22447E-09,8.80886E-09,2.12922E-09,-2.26459E-09,1.05709E-08,1.23191E-09,-2.3569E-09,9.60006E-09,3.59864E-09,-3.79836E-09,1.17934E-08,3.79511E-10,-8.45969E-10,3.53814E-09,1.47639E-09,-2.26842E-09,8.19521E-09,3.85053E-08,1.46184E-08,1.20779E-07,2.26464E-08,-6.2186E-09,1.07246E-07,1.16944E-08,-4.90776E-09,8.55046E-08,2.66044E-08,-1.75471E-09,1.05556E-07,4.58393E-09,-1.4188E-08,6.88926E-08,1.16633E-08,-1.39786E-08,8.31778E-08,7.38825E-11,-2.72464E-11,3.96506E-10,7.13787E-11,-3.4864E-11,3.64385E-10,5.19528E-11,-5.0865E-11,3.53756E-10,9.9451E-11,-4.17341E-11,4.0627E-10,1.49437E-11,-5.26821E-11,2.46062E-10,5.48001E-11,-3.95038E-11,3.61899E-10,4.89628E-10,-1.78821E-10,2.26535E-09,4.84834E-10,-2.18598E-10,2.17605E-09,2.7987E-10,-1.19078E-10,1.82188E-09,6.34822E-10,-1.53012E-10,2.27522E-09,1.03848E-10,-2.94747E-10,1.22749E-09,2.33462E-10,-3.08793E-10,1.65856E-09
Latvia,9.26E-11,-8.54E-11,2.06E-10,3.93E-11,-1.72E-10,3.7023E-10,6.23743E-11,-1.73536E-10,2.55855E-10,1.2832E-10,-1.79604E-10,6.12785E-10,4.13559E-11,-1.66516E-10,1.82186E-10,2.91029E-11,-1.4067E-10,2.5439E-10,2.55378E-10,-2.13491E-10,4.7264E-10,3.06286E-10,-4.82442E-10,1.50128E-09,1.45555E-10,-8.05832E-10,7.52193E-10,4.44986E-10,-7.87443E-10,2.2229E-09,6.15823E-11,-1.41066E-10,3.43554E-10,2.12295E-10,-3.0653E-10,1.3581E-09,2.31864E-09,-1.094E-09,4.62872E-09,1.54775E-09,-2.39503E-09,7.80712E-09,1.2244E-09,-3.63195E-09,5.86914E-09,1.88904E-09,-2.93858E-09,7.15692E-09,4.68481E-10,-2.32649E-09,4.2178E-09,2.32479E-10,-2.35775E-09,2.90585E-09,1.79979E-11,-1.55224E-11,3.43311E-11,1.59254E-11,-1.52238E-11,6.90347E-11,1.04769E-11,-2.79171E-11,4.12199E-11,2.08325E-11,-7.95117E-12,8.72636E-11,3.96599E-12,-1.66077E-11,2.77526E-11,1.22562E-11,-7.43259E-12,6.60502E-11,7.49844E-12,-5.77059E-12,1.40661E-11,6.43279E-12,-1.27737E-11,2.61762E-11,3.65079E-12,-5.53591E-12,1.62307E-11,8.68604E-12,-1.47426E-11,3.70246E-11,1.64648E-12,-5.26342E-12,1.12258E-11,3.49722E-12,-1.40131E-11,1.64514E-11
Lithuania,1.00E-10,-8.01E-11,2.37E-10,4.30E-11,-2.58E-10,4.05566E-10,6.7968E-11,-2.10884E-10,3.77487E-10,1.46356E-10,-2.46637E-10,7.85577E-10,4.3578E-11,-2.08304E-10,2.53006E-10,3.19654E-11,-1.70529E-10,3.18973E-10,2.73808E-10,-2.02836E-10,5.95713E-10,3.46448E-10,-6.58192E-10,1.65144E-09,1.53028E-10,-9.06795E-10,8.93519E-10,5.07402E-10,-1.16238E-09,2.3297E-09,6.76144E-11,-1.92452E-10,3.9762E-10,2.44752E-10,-4.25278E-10,1.38122E-09,2.73139E-09,-9.00687E-10,6.0729E-09,1.84834E-09,-3.95977E-09,9.45901E-09,1.39066E-09,-5.55301E-09,8.25303E-09,2.29625E-09,-4.07383E-09,9.46187E-09,5.08962E-10,-3.40405E-09,5.49506E-09,2.89842E-10,-2.47684E-09,4.17226E-09,2.11438E-11,-1.1444E-11,4.70786E-11,1.91488E-11,-2.66829E-11,7.63115E-11,1.21209E-11,-3.17465E-11,5.14081E-11,2.53217E-11,-2.41851E-11,9.41931E-11,4.51832E-12,-1.96932E-11,3.53612E-11,1.47196E-11,-1.56523E-11,7.52319E-11,1.178E-11,-4.67547E-12,2.54137E-11,1.03683E-11,-2.0616E-11,3.85516E-11,5.66907E-12,-1.07174E-11,2.82351E-11,1.39782E-11,-2.46036E-11,4.88077E-11,2.51773E-12,-8.45917E-12,2.12509E-11,5.54138E-12,-1.51958E-11,2.74197E-11
Liberia,7.91E-10,-6.18E-10,1.74E-09,3.59E-10,-1.19E-09,1.93961E-09,5.04447E-10,-1.10606E-09,1.75189E-09,9.55389E-10,-2.03456E-09,3.28511E-09,3.2471E-10,-8.68461E-10,1.57705E-09,4.59341E-10,-9.56306E-10,2.29363E-09,2.30369E-09,-2.39697E-09,5.23979E-09,2.29754E-09,-4.14599E-09,7.77541E-09,1.12783E-09,-7.10662E-09,5.63242E-09,3.36506E-09,-6.31643E-09,1.39343E-08,3.84653E-10,-6.19565E-10,2.51636E-09,1.82034E-09,-3.08198E-09,7.4473E-09,1.73515E-08,2.54263E-09,3.13738E-08,1.36327E-08,-5.27144E-09,3.14039E-08,1.27947E-08,2.05268E-09,2.90188E-08,1.62361E-08,-1.67746E-09,3.59014E-08,3.30692E-09,-6.95202E-09,1.87825E-08,1.31876E-08,-3.07344E-09,3.28582E-08,2.69362E-10,-2.173E-10,5.62782E-10,2.42532E-10,-2.50782E-10,7.9888E-10,1.65735E-10,-3.94051E-10,5.91629E-10,3.07107E-10,-2.64639E-10,1.09543E-09,5.46784E-11,-1.83713E-10,4.96107E-10,1.76408E-10,-1.87788E-10,9.1869E-10,3.84542E-10,-3.04029E-10,7.49696E-10,3.4986E-10,-2.64999E-10,1.14771E-09,1.96012E-10,-2.02978E-10,6.9527E-10,4.45729E-10,-8.284E-11,1.87179E-09,8.11889E-11,-2.67707E-10,5.74875E-10,1.78043E-10,-3.40949E-10,1.03176E-09
Slovakia,3.75E-10,-3.39E-10,8.20E-10,1.60E-10,-1.06E-09,1.30071E-09,2.33183E-10,-7.83213E-10,1.81041E-09,5.35554E-10,-9.88676E-10,2.87775E-09,1.65461E-10,-7.05349E-10,9.03441E-10,1.2536E-10,-6.45783E-10,1.00164E-09,9.53736E-10,-8.34299E-10,1.7958E-09,1.18624E-09,-3.10731E-10,4.3604E-09,4.4736E-10,-2.71987E-09,2.79744E-09,1.74028E-09,7.01653E-10,6.17798E-09,2.36679E-10,-2.6092E-10,1.31427E-09,8.26085E-10,-5.27526E-10,2.83083E-09,1.37542E-08,-7.04871E-09,2.67026E-08,9.93842E-09,-1.88959E-08,5.03251E-08,6.5911E-09,-3.14831E-08,3.9274E-08,1.25174E-08,-2.99219E-08,4.86741E-08,2.5941E-09,-1.30148E-08,2.48024E-08,4.27594E-09,-1.10084E-08,2.44089E-08,8.77189E-11,-5.07074E-11,1.77249E-10,7.9662E-11,-9.46761E-11,3.03401E-10,4.67947E-11,-1.21753E-10,2.27906E-10,1.04944E-10,-8.3992E-11,3.5158E-10,1.86446E-11,-7.42542E-11,1.3697E-10,6.30992E-11,-6.90775E-11,2.27065E-10,6.46809E-11,-4.32615E-11,1.26017E-10,5.81812E-11,-1.00345E-10,2.529E-10,2.9942E-11,-5.57764E-11,1.81746E-10,7.79437E-11,-1.25631E-10,3.02014E-10,1.4225E-11,-5.62467E-11,1.07513E-10,3.22048E-11,-5.0964E-11,1.5291E-10
Liechtenstein,4.02E-10,-1.25E-09,1.99E-09,1.62E-10,-1.46E-09,1.44302E-09,2.94863E-10,-9.38896E-10,1.27272E-09,5.50283E-10,-1.12401E-09,2.74397E-09,1.9891E-10,-1.1907E-09,7.82631E-10,1.28676E-10,-8.23011E-10,1.40265E-09,1.07597E-09,-2.56849E-09,4.00995E-09,1.27475E-09,-5.62581E-09,4.73759E-09,6.1779E-10,-4.52182E-09,7.09595E-09,1.93008E-09,-7.32589E-09,6.94625E-09,2.79298E-10,-4.82768E-10,1.31163E-09,8.6444E-10,-3.1755E-09,3.78961E-09,2.99657E-08,-3.38658E-08,1.12768E-07,2.21593E-08,-4.70291E-08,1.22443E-07,1.54502E-08,-5.36699E-08,4.25796E-08,2.75527E-08,-4.24656E-08,1.20159E-07,5.5467E-09,-3.60414E-08,3.44329E-08,1.25719E-08,-2.35533E-08,7.30253E-08,1.27045E-10,-9.04923E-11,3.64041E-10,1.10842E-10,-1.16842E-10,4.17373E-10,7.53478E-11,-2.02E-10,2.3436E-10,1.48739E-10,-4.85868E-11,4.38862E-10,2.79138E-11,-9.78917E-11,1.6354E-10,8.67819E-11,-6.08154E-11,3.61605E-10,1.00705E-10,-7.28926E-11,2.55056E-10,8.82254E-11,-6.41142E-11,3.42383E-10,4.86135E-11,-7.98505E-11,1.50083E-10,1.17294E-10,-1.24843E-11,3.4718E-10,2.16042E-11,-9.12541E-11,1.18834E-10,5.05336E-11,-5.54631E-11,2.08842E-10
Lesotho,1.68E-09,-2.51E-09,7.01E-09,4.75E-10,-2.69E-09,6.69207E-09,1.15039E-09,-7.45856E-10,5.99786E-09,2.37237E-09,-4.18461E-09,8.64422E-09,5.50058E-10,-2.33575E-09,5.00729E-09,3.55168E-10,-2.04893E-09,5.92793E-09,5.48798E-09,-1.07384E-08,2.35376E-08,6.88418E-09,-1.53732E-08,2.60484E-08,3.7751E-09,-2.45184E-09,2.22175E-08,1.26305E-08,-2.01879E-08,3.90624E-08,1.07144E-09,-2.39519E-09,1.09209E-08,4.47084E-09,-9.82221E-09,2.38047E-08,3.20729E-08,-4.24668E-08,1.29332E-07,2.21644E-08,-5.05102E-08,1.11149E-07,1.70792E-08,-1.25439E-08,1.06446E-07,2.85196E-08,-5.67934E-08,1.26902E-07,3.82021E-09,-2.44023E-08,6.74075E-08,2.65897E-08,-4.73624E-08,9.60004E-08,5.60793E-10,-8.09025E-10,2.18795E-09,4.51518E-10,-7.00136E-10,2.17093E-09,3.20303E-10,-1.74513E-10,1.6917E-09,6.56621E-10,-1.30555E-09,2.32991E-09,8.46257E-11,-3.62441E-10,1.33287E-09,3.30641E-10,-7.9128E-10,1.96474E-09,1.16464E-09,-1.04328E-09,4.38325E-09,9.44389E-10,-1.68795E-09,3.90089E-09,5.11554E-10,-3.30327E-10,2.78694E-09,1.27792E-09,-2.18378E-09,4.2249E-09,2.10732E-10,-8.36608E-10,2.20592E-09,4.75074E-10,-1.21929E-09,3.05469E-09
Luxembourg,1.43E-10,-1.17E-10,3.52E-10,6.59E-11,-3.51E-10,5.12329E-10,1.05265E-10,-2.67214E-10,4.94057E-10,2.20108E-10,-7.64149E-11,7.22074E-10,6.6848E-11,-1.96486E-10,3.59921E-10,4.95777E-11,-2.07512E-10,4.49469E-10,3.87437E-10,-2.71923E-10,9.37355E-10,5.12494E-10,-1.29218E-10,1.34574E-09,2.21989E-10,-8.58261E-10,1.12795E-09,7.98501E-10,2.90813E-10,1.87572E-09,1.04481E-10,-1.19379E-10,6.1458E-10,3.82427E-10,-2.45429E-10,1.1226E-09,5.75536E-09,-2.91779E-09,1.31552E-08,3.96927E-09,-4.54739E-09,2.40703E-08,2.96788E-09,-1.13096E-08,1.79947E-08,5.17009E-09,-1.92279E-09,2.30653E-08,1.17814E-09,-5.67443E-09,1.33483E-08,7.28982E-10,-4.86376E-09,1.0148E-08,4.3984E-11,-4.09946E-11,1.05257E-10,4.04977E-11,-2.96229E-11,1.46726E-10,2.56157E-11,-4.21407E-11,1.29767E-10,5.44788E-11,-1.73082E-11,1.4956E-10,9.67782E-12,-2.71245E-11,8.19685E-11,3.16998E-11,-1.85864E-11,1.38283E-10,3.48058E-11,-2.16872E-11,7.88131E-11,3.12266E-11,-3.47881E-11,1.06616E-10,1.69866E-11,-2.05997E-11,7.86703E-11,4.25712E-11,-4.68875E-11,1.20173E-10,7.54182E-12,-2.26946E-11,6.32239E-11,1.69736E-11,-2.58022E-11,7.41715E-11
Libyan Arab Jamahiriya,1.23E-11,-7.78E-11,7.39E-11,3.34E-12,-5.99E-11,7.0174E-11,1.10875E-11,8.02252E-13,2.83034E-11,1.76087E-11,-9.98219E-11,1.0452E-10,2.16393E-12,-1.11862E-11,2.01449E-11,1.35275E-12,-1.19251E-11,2.19347E-11,2.65883E-11,-1.87611E-10,2.56992E-10,3.79279E-11,-2.13886E-10,2.58503E-10,2.90371E-11,-1.84959E-12,9.79615E-11,6.9858E-11,-2.59636E-10,4.61065E-10,3.74654E-12,-1.0844E-11,4.00406E-11,1.71018E-11,-3.7239E-11,8.92316E-11,3.27882E-10,-1.50344E-09,2.50078E-09,1.98927E-10,-1.24718E-09,1.65898E-09,1.41494E-10,-1.74564E-11,4.00851E-10,2.51404E-10,-1.30975E-09,1.84888E-09,2.64795E-11,-2.24516E-10,3.55158E-10,7.3992E-11,-3.03855E-10,5.12729E-10,1.13557E-12,-6.97412E-12,8.32628E-12,1.01199E-12,-6.56217E-12,7.76755E-12,9.11006E-13,8.69552E-14,2.2176E-12,1.45648E-12,-9.78854E-12,9.48336E-12,8.23104E-14,-5.71068E-13,1.20621E-12,3.9887E-13,-1.23069E-12,1.93762E-12,1.49385E-11,-1.11624E-10,1.16105E-10,1.33151E-11,-7.5392E-11,1.14623E-10,8.45229E-12,2.45871E-13,2.37605E-11,1.82246E-11,-1.16901E-10,1.56456E-10,1.56775E-12,-7.79133E-12,1.38478E-11,3.48406E-12,-1.22128E-11,2.00635E-11
Madagascar,5.98E-10,-1.32E-09,2.58E-09,1.73E-10,-1.27E-09,2.42487E-09,4.00598E-10,-1.98508E-10,1.92401E-09,7.96664E-10,-1.85482E-09,2.98592E-09,2.11841E-10,-8.59146E-10,1.76049E-09,2.16949E-10,-1.15395E-09,2.11425E-09,1.14323E-09,-3.13407E-09,5.19761E-09,1.43113E-09,-3.61577E-09,6.1028E-09,8.06681E-10,-6.67004E-10,3.95319E-09,2.50888E-09,-4.35866E-09,9.06617E-09,2.02738E-10,-6.98056E-10,2.30752E-09,9.80273E-10,-2.5552E-09,5.25606E-09,2.92644E-08,-2.78432E-08,1.03156E-07,2.20777E-08,-2.76387E-08,9.62055E-08,1.93294E-08,-1.32209E-10,7.27574E-08,2.68333E-08,-3.07529E-08,9.26735E-08,4.79239E-09,-2.0376E-08,5.48124E-08,1.86443E-08,-2.14977E-08,7.38529E-08,3.76823E-10,-5.92475E-10,1.52664E-09,3.26779E-10,-7.1399E-10,1.52758E-09,2.37396E-10,-2.10109E-10,1.00194E-09,4.34496E-10,-6.97667E-10,1.8049E-09,6.61632E-11,-3.23151E-10,9.13028E-10,2.36907E-10,-6.29428E-10,1.58132E-09,1.14446E-09,-2.62054E-09,4.69545E-09,9.78161E-10,-2.27939E-09,4.87259E-09,5.30844E-10,-3.11952E-10,2.50945E-09,1.28671E-09,-2.95416E-09,6.79144E-09,2.27947E-10,-1.14589E-09,2.36342E-09,4.86387E-10,-2.0682E-09,3.32815E-09
Martinique,8.47E-09,-1.79E-09,2.65E-08,4.07E-09,-1.14E-08,2.53923E-08,5.14424E-09,-9.22905E-09,2.70836E-08,1.09514E-08,1.28693E-09,2.98208E-08,3.57294E-09,-7.03785E-09,2.03413E-08,3.9192E-09,-8.39092E-09,2.49769E-08,6.88749E-08,-1.18389E-08,1.87469E-07,7.39018E-08,-1.65733E-08,1.96688E-07,3.21556E-08,-1.06123E-07,1.79978E-07,1.14901E-07,3.18111E-08,2.38452E-07,1.30392E-08,-1.12073E-08,9.62802E-08,5.80748E-08,-2.83007E-08,1.81412E-07,6.13566E-07,6.16377E-08,1.59399E-06,4.5203E-07,-1.65951E-07,1.40492E-06,4.36723E-07,4.50763E-08,1.34571E-06,5.63269E-07,-5.34581E-08,1.42789E-06,1.24938E-07,-2.32654E-07,8.33637E-07,4.53346E-07,-1.24712E-07,1.3227E-06,3.12286E-09,-1.35762E-09,9.05654E-09,2.82734E-09,-1.25576E-09,8.41907E-09,1.79032E-09,-2.70117E-09,7.32997E-09,3.67334E-09,8.41432E-10,9.31638E-09,6.73521E-10,-1.48374E-09,6.11124E-09,2.19821E-09,-7.72292E-10,8.84269E-09,2.36652E-08,-1.03027E-08,6.45801E-08,2.11453E-08,-8.91063E-09,6.06133E-08,1.14701E-08,-7.63097E-09,5.13939E-08,2.7213E-08,6.80627E-09,6.45226E-08,4.98888E-09,-1.0499E-08,4.36796E-08,1.12355E-08,-1.2173E-08,4.93031E-08
MACAU,5.98E-10,-6.89E-12,1.23E-09,2.61E-10,-7.23E-10,1.38254E-09,3.57305E-10,-7.62135E-10,1.33413E-09,7.5351E-10,1.14997E-10,2.0611E-09,2.4904E-10,-4.73777E-10,1.01456E-09,3.77353E-10,-4.71772E-10,1.54793E-09,2.79436E-09,-2.25098E-11,5.23785E-09,2.93377E-09,-4.37891E-10,6.45082E-09,1.22455E-09,-4.41779E-09,5.66735E-09,4.45966E-09,1.91816E-09,7.5809E-09,4.64907E-10,-4.4925E-10,2.45059E-09,2.38668E-09,-9.22676E-10,5.94949E-09,3.43505E-08,5.29568E-09,7.09072E-08,2.65272E-08,-8.89092E-09,7.00984E-08,2.589E-08,4.21135E-09,6.19685E-08,3.26392E-08,-2.44189E-09,6.39852E-08,6.62766E-09,-1.18798E-08,3.88583E-08,2.66812E-08,-5.76638E-09,6.39857E-08,3.75108E-10,-3.7201E-10,8.2951E-10,3.62298E-10,-1.99143E-10,1.19465E-09,2.40335E-10,-3.40789E-10,9.5203E-10,4.68687E-10,-8.01073E-12,1.35407E-09,8.28846E-11,-2.55253E-10,6.32635E-10,2.80062E-10,-1.04537E-10,1.14181E-09,6.8556E-10,-5.64366E-10,1.45482E-09,6.35136E-10,-4.70361E-10,1.84946E-09,3.41378E-10,-3.19647E-10,1.43627E-09,8.23446E-10,-1.40215E-10,2.41042E-09,1.45539E-10,-4.41543E-10,1.09022E-09,3.27846E-10,-4.3559E-10,1.40115E-09
