Country name,MedianAnnual cropsMammals,lower 95%Annual cropsMammals,upper 95%Annual cropsMammals,MedianPermanent cropsMammals,lower 95%Permanent cropsMammals,upper 95%Permanent cropsMammals,MedianPastureMammals,lower 95%PastureMammals,upper 95%PastureMammals,MedianUrbanMammals,lower 95%UrbanMammals,upper 95%UrbanMammals,MedianExtensive forestryMammals,lower 95%Extensive forestryMammals,upper 95%Extensive forestryMammals,MedianIntensive forestryMammals,lower 95%Intensive forestryMammals,upper 95%Intensive forestryMammals,MedianAnnual cropsBirds,lower 95%Annual cropsBirds,upper 95%Annual cropsBirds,MedianPermanent cropsBirds,lower 95%Permanent cropsBirds,upper 95%Permanent cropsBirds,MedianPastureBirds,lower 95%PastureBirds,upper 95%PastureBirds,MedianUrbanBirds,lower 95%UrbanBirds,upper 95%UrbanBirds,MedianExtensive forestryBirds,lower 95%Extensive forestryBirds,upper 95%Extensive forestryBirds,MedianIntensive forestryBirds,lower 95%Intensive forestryBirds,upper 95%Intensive forestryBirds,MedianAnnual cropsPlants,lower 95%Annual cropsPlants,upper 95%Annual cropsPlants,MedianPermanent cropsPlants,lower 95%Permanent cropsPlants,upper 95%Permanent cropsPlants,MedianPasturePlants,lower 95%PasturePlants,upper 95%PasturePlants,MedianUrbanPlants,lower 95%UrbanPlants,upper 95%UrbanPlants,MedianExtensive forestryPlants,lower 95%Extensive forestryPlants,upper 95%Extensive forestryPlants,MedianIntensive forestryPlants,lower 95%Intensive forestryPlants,upper 95%Intensive forestryPlants,MedianAnnual cropsAmphibians,lower 95%Annual cropsAmphibians,upper 95%Annual cropsAmphibians,MedianPermanent cropsAmphibians,lower 95%Permanent cropsAmphibians,upper 95%Permanent cropsAmphibians,MedianPastureAmphibians,lower 95%PastureAmphibians,upper 95%PastureAmphibians,MedianUrbanAmphibians,lower 95%UrbanAmphibians,upper 95%UrbanAmphibians,MedianExtensive forestryAmphibians,lower 95%Extensive forestryAmphibians,upper 95%Extensive forestryAmphibians,MedianIntensive forestryAmphibians,lower 95%Intensive forestryAmphibians,upper 95%Intensive forestryAmphibians,MedianAnnual cropsReptiles,lower 95%Annual cropsReptiles,upper 95%Annual cropsReptiles,MedianPermanent cropsReptiles,lower 95%Permanent cropsReptiles,upper 95%Permanent cropsReptiles,MedianPastureReptiles,lower 95%PastureReptiles,upper 95%PastureReptiles,MedianUrbanReptiles,lower 95%UrbanReptiles,upper 95%UrbanReptiles,MedianExtensive forestryReptiles,lower 95%Extensive forestryReptiles,upper 95%Extensive forestryReptiles,MedianIntensive forestryReptiles,lower 95%Intensive forestryReptiles,upper 95%Intensive forestryReptiles
Democratic People's Republic of Korea,1.80841E-07,-9.69118E-07,9.75779E-07,7.60184E-08,-7.27609E-07,1.19795E-06,1.25976E-07,-6.05379E-07,1.05704E-06,2.6813E-07,-1.02324E-06,1.81288E-06,1.03174E-07,-3.91796E-07,4.66772E-07,6.9585E-08,-5.7706E-07,5.80647E-07,9.40807E-07,-6.74335E-07,3.16342E-06,1.15129E-06,-7.68501E-07,4.87899E-06,5.01515E-07,-3.83504E-06,2.23536E-06,1.66778E-06,-1.46996E-06,7.49091E-06,2.38425E-07,-3.53752E-07,1.03344E-06,8.49987E-07,-8.1344E-07,2.68759E-06,7.88596E-06,-4.87216E-05,4.24234E-05,4.7153E-06,-4.25497E-05,4.02539E-05,4.42719E-06,-3.51729E-05,4.15824E-05,6.31261E-06,-3.90061E-05,4.86194E-05,2.66165E-06,-1.29253E-05,1.49213E-05,1.03353E-06,-1.43203E-05,2.11231E-05,4.72187E-08,-7.51029E-08,1.50519E-07,4.16108E-08,-6.95591E-08,1.62402E-07,2.55489E-08,-9.46934E-08,1.2466E-07,5.38823E-08,-6.22134E-08,2.21793E-07,1.08193E-08,-4.91661E-08,6.72633E-08,3.44514E-08,-3.20294E-08,1.15508E-07,4.90087E-08,-7.9976E-08,1.86732E-07,4.26268E-08,-7.92423E-08,2.23765E-07,2.35334E-08,-5.17364E-08,1.24882E-07,5.60839E-08,-1.3955E-07,2.70252E-07,1.14714E-08,-4.9471E-08,7.16831E-08,2.42435E-08,-5.03857E-08,1.05313E-07
KIRIBATI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90165E-07,2.86274E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55329E-06,5.09006E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70501E-07,2.94175E-08,0.000109962,0,0,0,0,0,0,0,0,0
Republic of Korea,2.86567E-07,-2.46109E-07,6.48746E-07,1.29702E-07,-5.89182E-07,8.73312E-07,1.89414E-07,-4.25701E-07,9.36971E-07,4.20786E-07,-6.47612E-08,1.25321E-06,1.24982E-07,-4.02515E-07,5.73093E-07,9.76397E-08,-3.97178E-07,6.39646E-07,5.50466E-07,-2.56521E-07,1.24057E-06,6.89566E-07,-1.26283E-07,1.45295E-06,2.61583E-07,-1.14089E-06,1.34546E-06,1.02622E-06,5.34624E-07,1.77344E-06,1.37002E-07,-1.0871E-07,7.44073E-07,5.05603E-07,-2.4425E-07,1.19545E-06,1.56849E-05,-9.0489E-06,3.03997E-05,1.088E-05,-7.79633E-06,4.17892E-05,7.17163E-06,-2.73104E-05,4.10423E-05,1.34012E-05,-3.5785E-06,4.44492E-05,3.05934E-06,-1.30345E-05,2.55243E-05,1.91171E-06,-1.01422E-05,2.03078E-05,8.25461E-08,-5.54152E-08,1.79709E-07,7.57366E-08,-4.02805E-08,1.94395E-07,4.53682E-08,-7.60943E-08,1.75484E-07,9.87038E-08,1.36297E-08,2.0906E-07,1.77272E-08,-4.16106E-08,1.26065E-07,6.09074E-08,-1.74593E-08,1.77288E-07,9.10949E-08,-8.86077E-08,1.85795E-07,8.57284E-08,-4.57608E-08,2.5265E-07,4.41156E-08,-4.17623E-08,2.0195E-07,1.11727E-07,1.76627E-08,2.73565E-07,2.00478E-08,-5.17047E-08,1.41055E-07,4.75592E-08,-4.48586E-08,1.72012E-07
CHRISTMAS_ISLAND,0,0,0,0,0,0,2.66417E-07,1.89321E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75476E-07,6.43712E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60776E-05,5.11961E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.85778E-07,1.1275E-07,0.000691618,0,0,0,0,0,0,0,0,0
Kuwait,2.18612E-08,-1.15912E-07,1.63922E-07,7.40704E-09,-9.64144E-08,1.28944E-07,2.07872E-08,-1.48676E-08,4.27716E-08,3.10228E-08,-1.65309E-07,1.9914E-07,4.41234E-11,-7.07348E-10,9.419E-10,3.32119E-11,-7.32104E-10,1.00371E-09,8.88668E-08,-7.07482E-07,1.06381E-06,1.2131E-07,-7.96631E-07,9.78197E-07,1.08798E-07,-1.23659E-07,2.55414E-07,2.17356E-07,-1.19381E-06,1.44824E-06,6.40326E-11,-4.38539E-10,1.38142E-09,2.4599E-10,-1.9712E-09,4.35124E-09,2.43663E-07,-1.29422E-06,2.1373E-06,1.85774E-07,-1.03586E-06,1.92752E-06,1.91984E-07,-2.14654E-07,3.72197E-07,2.43133E-07,-1.11104E-06,2.23347E-06,1.52603E-10,-5.04806E-09,6.66298E-09,4.92996E-10,-7.25267E-09,1.04822E-08,6.65167E-10,-4.35247E-09,5.36295E-09,6.12062E-10,-3.73261E-09,4.20771E-09,5.6877E-10,-4.11338E-10,1.23696E-09,8.53513E-10,-5.52949E-09,5.29409E-09,4.65651E-13,-9.63751E-12,1.3304E-11,1.98839E-12,-1.75437E-11,2.52463E-11,3.57813E-08,-1.27027E-07,2.53317E-07,3.10018E-08,-2.07811E-07,1.86392E-07,2.06651E-08,-2.79329E-08,5.0407E-08,4.62535E-08,-2.2298E-07,2.86214E-07,3.98952E-11,-4.29301E-10,8.74485E-10,8.84563E-11,-9.24949E-10,1.19833E-09
Kazakhstan,4.58731E-08,-6.68859E-08,2.03256E-07,1.52132E-08,-9.35764E-08,1.89425E-07,3.53413E-08,-2.41969E-08,1.65194E-07,6.51426E-08,-1.05092E-07,2.51814E-07,1.31665E-08,-5.8229E-08,1.27187E-07,9.77521E-09,-6.70668E-08,1.3262E-07,9.37412E-08,-1.93183E-07,4.99243E-07,1.12092E-07,-2.21741E-07,5.17212E-07,6.59303E-08,-8.3852E-08,4.17137E-07,1.95177E-07,-3.23608E-07,7.13794E-07,1.65479E-08,-4.68445E-08,1.68023E-07,6.43555E-08,-1.35053E-07,3.92757E-07,6.44306E-07,-9.49233E-07,2.50472E-06,4.91195E-07,-1.2176E-06,2.65295E-06,2.49781E-07,-2.91974E-07,1.22857E-06,6.29654E-07,-1.47549E-06,2.82546E-06,7.75847E-08,-6.85008E-07,1.16131E-06,2.30693E-07,-8.46895E-07,1.56804E-06,2.41169E-09,-3.10993E-09,1.17245E-08,2.10928E-09,-4.31736E-09,1.09773E-08,1.61532E-09,-1.31767E-09,9.42291E-09,3.11207E-09,-6.02452E-09,1.22372E-08,3.54874E-10,-2.31922E-09,5.79942E-09,1.50661E-09,-3.44445E-09,9.89775E-09,1.21688E-08,-1.72102E-08,5.45734E-08,1.06911E-08,-2.28747E-08,5.04278E-08,6.39183E-09,-2.83243E-09,3.01866E-08,1.48568E-08,-3.1017E-08,6.26176E-08,1.77528E-09,-9.18328E-09,2.01654E-08,4.15275E-09,-1.31547E-08,2.87958E-08
Lao People's Democratic Republic,2.21324E-07,-4.95655E-07,1.01186E-06,9.25383E-08,-5.63752E-07,8.62721E-07,1.38186E-07,-5.16535E-07,7.59781E-07,2.72194E-07,-8.18158E-07,1.44542E-06,1.02658E-07,-3.75243E-07,4.09379E-07,1.28997E-07,-4.83372E-07,7.48493E-07,7.49021E-07,-5.17751E-07,2.49355E-06,7.61326E-07,-8.92883E-07,3.29627E-06,3.39868E-07,-3.01256E-06,1.85847E-06,1.12867E-06,-1.39815E-06,5.00778E-06,1.30552E-07,-2.91279E-07,5.93446E-07,6.23869E-07,-7.91503E-07,2.64736E-06,4.95945E-06,-6.5424E-07,1.43533E-05,3.81118E-06,-2.19836E-06,1.34447E-05,3.65455E-06,-1.44328E-06,1.0573E-05,4.63803E-06,-2.06734E-06,1.58511E-05,9.45575E-07,-4.35103E-06,4.92303E-06,3.75887E-06,-2.09444E-06,1.26836E-05,4.6575E-08,-6.0883E-08,1.56095E-07,4.1343E-08,-8.20258E-08,1.99987E-07,2.71767E-08,-9.79688E-08,1.50102E-07,5.36247E-08,-9.82321E-08,2.8137E-07,1.10482E-08,-5.66318E-08,6.05775E-08,3.16838E-08,-5.73696E-08,1.83402E-07,1.08705E-07,-1.95956E-07,3.50778E-07,9.51305E-08,-2.77507E-07,5.12924E-07,5.41479E-08,-1.25345E-07,2.78232E-07,1.23701E-07,-3.31233E-07,6.9405E-07,2.57938E-08,-1.31251E-07,1.5477E-07,5.02717E-08,-1.75161E-07,3.24864E-07
Lebanon,1.04188E-07,-4.47593E-08,5.34667E-07,5.56478E-08,-1.21046E-07,5.73001E-07,7.93365E-08,-1.28909E-07,5.19718E-07,1.60546E-07,-1.11887E-07,6.88902E-07,4.01488E-08,-1.25603E-07,3.62002E-07,3.08061E-08,-1.51198E-07,4.14875E-07,3.23547E-07,-2.46596E-07,1.80153E-06,4.27158E-07,-4.6129E-07,2.0654E-06,2.45318E-07,-4.81028E-07,1.93676E-06,7.28715E-07,-7.56402E-07,2.43405E-06,7.66713E-08,-1.69745E-07,7.17315E-07,2.96128E-07,-4.75954E-07,1.67981E-06,7.40414E-06,2.67989E-06,2.38566E-05,4.34841E-06,-1.16677E-06,2.08955E-05,2.19825E-06,-9.54474E-07,1.61552E-05,5.1608E-06,-3.39163E-07,2.04973E-05,8.62299E-07,-2.78302E-06,1.32279E-05,2.1613E-06,-2.66141E-06,1.635E-05,1.50044E-08,-5.6176E-09,7.99486E-08,1.45891E-08,-7.60831E-09,7.34518E-08,1.05564E-08,-1.01843E-08,7.09996E-08,2.00311E-08,-8.67316E-09,8.2505E-08,3.04426E-09,-1.0528E-08,5.05303E-08,1.11396E-08,-7.66669E-09,7.41766E-08,9.8358E-08,-3.82143E-08,4.53833E-07,9.85727E-08,-4.38723E-08,4.30807E-07,5.6013E-08,-2.44918E-08,3.70119E-07,1.29275E-07,-3.13999E-08,4.50186E-07,2.09113E-08,-5.95956E-08,2.52174E-07,4.65721E-08,-6.46722E-08,3.40812E-07
Latvia,3.96283E-08,-3.61916E-08,9.02761E-08,1.73095E-08,-7.98529E-08,1.62073E-07,2.69053E-08,-7.48471E-08,1.13916E-07,5.575E-08,-7.84022E-08,2.77705E-07,1.76778E-08,-7.2726E-08,8.53088E-08,1.22042E-08,-6.10447E-08,1.14473E-07,1.04324E-07,-8.53034E-08,2.02657E-07,1.25066E-07,-2.14288E-07,5.90842E-07,5.8337E-08,-3.53786E-07,3.15767E-07,1.8197E-07,-3.41237E-07,8.89283E-07,2.54001E-08,-5.83958E-08,1.4127E-07,8.78651E-08,-1.29754E-07,5.47447E-07,9.21292E-07,-4.27088E-07,1.83099E-06,6.06129E-07,-9.44629E-07,2.96125E-06,4.73336E-07,-1.44146E-06,2.39355E-06,7.40177E-07,-1.11837E-06,2.86465E-06,1.86914E-07,-9.6741E-07,1.72663E-06,8.86476E-08,-9.23778E-07,1.16928E-06,7.4072E-09,-6.45882E-09,1.50909E-08,6.66767E-09,-6.18553E-09,2.8205E-08,4.25802E-09,-1.21896E-08,1.76611E-08,8.74789E-09,-3.43034E-09,3.62463E-08,1.61648E-09,-6.90839E-09,1.12242E-08,4.95744E-09,-3.13324E-09,2.73864E-08,3.098E-09,-2.33802E-09,5.8079E-09,2.67438E-09,-5.18849E-09,1.06678E-08,1.48292E-09,-2.13523E-09,6.95847E-09,3.56463E-09,-6.13011E-09,1.47568E-08,6.83108E-10,-2.21023E-09,4.96879E-09,1.4123E-09,-5.34669E-09,6.84859E-09
Lithuania,4.35101E-08,-3.44997E-08,1.05744E-07,1.90014E-08,-1.16474E-07,1.78956E-07,2.9527E-08,-9.083E-08,1.75802E-07,6.37852E-08,-1.10078E-07,3.50809E-07,1.88478E-08,-9.42526E-08,1.16504E-07,1.38512E-08,-7.5131E-08,1.46048E-07,1.12071E-07,-8.17102E-08,2.51927E-07,1.41539E-07,-2.87332E-07,6.38604E-07,6.12109E-08,-3.97046E-07,3.7889E-07,2.08284E-07,-4.85831E-07,9.4436E-07,2.76435E-08,-7.71246E-08,1.64516E-07,1.00633E-07,-1.73677E-07,5.60799E-07,1.07464E-06,-3.53983E-07,2.41499E-06,7.19449E-07,-1.49517E-06,3.63574E-06,5.37471E-07,-2.21612E-06,3.16012E-06,8.90629E-07,-1.58878E-06,3.81886E-06,2.00335E-07,-1.32853E-06,2.13733E-06,1.11222E-07,-9.69103E-07,1.63433E-06,8.75616E-09,-4.75523E-09,2.02838E-08,7.97563E-09,-1.13516E-08,3.16908E-08,4.93673E-09,-1.3669E-08,2.16024E-08,1.05308E-08,-1.05447E-08,3.91778E-08,1.87052E-09,-8.13506E-09,1.41404E-08,6.03505E-09,-6.48379E-09,3.05704E-08,4.87797E-09,-1.90721E-09,1.0533E-08,4.27086E-09,-8.72936E-09,1.63562E-08,2.27823E-09,-4.38205E-09,1.17322E-08,5.81371E-09,-1.03575E-08,1.94013E-08,1.03222E-09,-3.56741E-09,8.90777E-09,2.25764E-09,-5.92708E-09,1.11414E-08
Liberia,7.01857E-08,-6.20392E-08,1.74255E-07,3.17127E-08,-1.11565E-07,1.84936E-07,4.24158E-08,-9.12508E-08,1.69404E-07,8.44441E-08,-1.89866E-07,3.1415E-07,2.79143E-08,-8.7315E-08,1.49412E-07,3.96218E-08,-9.70587E-08,2.19949E-07,1.88165E-07,-1.83269E-07,4.75326E-07,1.88552E-07,-3.46028E-07,6.23094E-07,8.78154E-08,-6.41031E-07,4.85642E-07,2.83991E-07,-5.00835E-07,1.1078E-06,3.04722E-08,-5.6428E-08,2.10775E-07,1.51328E-07,-2.59871E-07,6.52223E-07,1.35212E-06,2.09203E-07,2.84576E-06,1.04888E-06,-4.03358E-07,2.96183E-06,9.64403E-07,1.41225E-07,2.82394E-06,1.27176E-06,-1.38792E-07,3.17583E-06,2.43322E-07,-5.80665E-07,1.60828E-06,9.81235E-07,-2.14871E-07,2.93363E-06,2.18785E-08,-1.93191E-08,5.21158E-08,1.9821E-08,-2.53373E-08,7.17419E-08,1.35246E-08,-3.65055E-08,4.98452E-08,2.57453E-08,-2.34055E-08,1.0655E-07,4.51909E-09,-1.64145E-08,4.36703E-08,1.4626E-08,-1.66179E-08,8.17487E-08,3.08407E-08,-2.3103E-08,6.86941E-08,2.89134E-08,-2.54604E-08,1.062E-07,1.56323E-08,-1.89861E-08,6.3721E-08,3.7364E-08,-6.64178E-09,1.66416E-07,6.68941E-09,-2.02362E-08,5.1751E-08,1.4892E-08,-2.31609E-08,7.88038E-08
Slovakia,1.55645E-07,-1.4269E-07,3.48118E-07,6.7554E-08,-4.42649E-07,5.45026E-07,9.57573E-08,-3.2289E-07,7.47865E-07,2.22687E-07,-4.09383E-07,1.18387E-06,6.78245E-08,-2.88913E-07,3.77196E-07,5.15004E-08,-2.74103E-07,4.33084E-07,3.71253E-07,-3.2603E-07,7.11518E-07,4.65619E-07,-1.2563E-07,1.73933E-06,1.75432E-07,-1.03386E-06,1.08524E-06,6.82325E-07,2.58792E-07,2.50796E-06,9.3561E-08,-9.95362E-08,5.08642E-07,3.19781E-07,-2.03413E-07,1.13882E-06,5.08735E-06,-2.59596E-06,1.03307E-05,3.67968E-06,-7.09084E-06,1.90038E-05,2.39559E-06,-1.16831E-05,1.45356E-05,4.65097E-06,-1.16018E-05,1.82068E-05,9.64234E-07,-4.85487E-06,9.3006E-06,1.52689E-06,-4.02785E-06,8.92324E-06,3.46824E-08,-1.92323E-08,6.88493E-08,3.1258E-08,-3.86518E-08,1.19048E-07,1.85051E-08,-4.69971E-08,8.92836E-08,4.14657E-08,-3.49826E-08,1.38828E-07,7.35154E-09,-2.77397E-08,5.47732E-08,2.46589E-08,-2.78492E-08,9.09556E-08,2.56573E-08,-1.70034E-08,5.02071E-08,2.27747E-08,-4.13129E-08,1.00312E-07,1.16418E-08,-2.10807E-08,7.07474E-08,3.07716E-08,-4.93996E-08,1.19575E-07,5.55647E-09,-2.18389E-08,4.26124E-08,1.26946E-08,-1.94704E-08,6.26062E-08
Liechtenstein,1.61966E-07,-4.77329E-07,8.08659E-07,6.50553E-08,-5.89122E-07,5.81962E-07,1.18757E-07,-3.83057E-07,5.05757E-07,2.21484E-07,-4.37798E-07,1.10024E-06,7.89756E-08,-4.79747E-07,3.1389E-07,5.18237E-08,-3.26076E-07,5.57448E-07,4.08686E-07,-9.47834E-07,1.53412E-06,4.7993E-07,-2.09473E-06,1.80153E-06,2.36999E-07,-1.7038E-06,2.74048E-06,7.34506E-07,-2.81545E-06,2.6314E-06,1.06358E-07,-1.79851E-07,4.93635E-07,3.33257E-07,-1.18789E-06,1.44263E-06,1.07511E-05,-1.23548E-05,4.05988E-05,7.91244E-06,-1.64528E-05,4.56876E-05,5.55861E-06,-1.89637E-05,1.54481E-05,9.91582E-06,-1.51011E-05,4.34712E-05,1.99854E-06,-1.31629E-05,1.24199E-05,4.52296E-06,-8.47033E-06,2.5825E-05,4.84959E-08,-3.50422E-08,1.39923E-07,4.21273E-08,-4.44605E-08,1.59133E-07,2.8449E-08,-7.65547E-08,8.91507E-08,5.63965E-08,-1.82549E-08,1.70228E-07,1.0609E-08,-3.71811E-08,6.09967E-08,3.24773E-08,-2.24989E-08,1.3642E-07,3.81457E-08,-2.82148E-08,9.76617E-08,3.35111E-08,-2.43792E-08,1.31065E-07,1.83776E-08,-2.97573E-08,5.82162E-08,4.48033E-08,-5.21847E-09,1.33339E-07,8.28276E-09,-3.5118E-08,4.51299E-08,1.90419E-08,-2.14633E-08,7.77628E-08
Lesotho,1.21218E-07,-2.09172E-07,7.63841E-07,3.44828E-08,-2.51477E-07,5.95465E-07,8.68628E-08,-5.40705E-08,5.44039E-07,1.79291E-07,-3.7769E-07,8.10153E-07,3.68E-08,-2.1213E-07,4.46292E-07,2.52709E-08,-1.84556E-07,5.23091E-07,3.55738E-07,-9.30522E-07,2.36348E-06,4.42334E-07,-1.27312E-06,2.40633E-06,2.60574E-07,-1.62717E-07,2.08819E-06,7.61163E-07,-1.59072E-06,3.44792E-06,6.97258E-08,-2.06841E-07,9.14151E-07,2.81871E-07,-6.40809E-07,2.22758E-06,1.87816E-06,-3.28278E-06,1.08792E-05,1.35827E-06,-4.08153E-06,9.09043E-06,1.07619E-06,-8.60617E-07,9.59803E-06,1.83075E-06,-4.22542E-06,1.06873E-05,2.26394E-07,-1.77747E-06,5.33523E-06,1.65346E-06,-3.65857E-06,8.12704E-06,3.70636E-08,-6.43101E-08,1.83903E-07,2.94892E-08,-5.93881E-08,1.83789E-07,2.2639E-08,-1.16948E-08,1.62892E-07,4.44496E-08,-9.05708E-08,2.12323E-07,5.63552E-09,-3.15144E-08,1.2073E-07,2.32074E-08,-5.54035E-08,1.97558E-07,7.64384E-08,-7.20165E-08,3.97314E-07,6.20481E-08,-1.3238E-07,3.71757E-07,3.70223E-08,-2.72739E-08,2.56287E-07,8.70743E-08,-1.55903E-07,3.98806E-07,1.37861E-08,-6.59593E-08,1.76129E-07,3.28569E-08,-1.07816E-07,2.80192E-07
Luxembourg,6.30267E-08,-4.88485E-08,1.5517E-07,2.9013E-08,-1.56326E-07,2.20126E-07,4.69509E-08,-1.22412E-07,2.19592E-07,9.72135E-08,-3.384E-08,3.2344E-07,2.90415E-08,-8.89851E-08,1.54055E-07,2.15626E-08,-9.21821E-08,1.99564E-07,1.57342E-07,-1.12914E-07,3.86977E-07,2.13132E-07,-5.32939E-08,5.57658E-07,9.18916E-08,-3.55269E-07,4.72564E-07,3.29605E-07,1.15449E-07,7.86253E-07,4.32312E-08,-4.76934E-08,2.50047E-07,1.59084E-07,-9.86737E-08,4.50434E-07,2.24709E-06,-1.10958E-06,5.31715E-06,1.5885E-06,-1.70888E-06,9.69706E-06,1.14341E-06,-4.6009E-06,7.06189E-06,2.02687E-06,-7.75896E-07,9.51007E-06,4.47726E-07,-2.14363E-06,5.19854E-06,2.79184E-07,-1.78425E-06,4.00632E-06,1.78565E-08,-1.72938E-08,4.32858E-08,1.66795E-08,-1.29187E-08,6.19061E-08,1.07918E-08,-1.69685E-08,5.42362E-08,2.22972E-08,-7.48254E-09,6.32292E-08,3.97987E-09,-1.17621E-08,3.32072E-08,1.29576E-08,-7.35777E-09,5.55992E-08,1.40701E-08,-8.96047E-09,3.29198E-08,1.27606E-08,-1.38663E-08,4.36731E-08,6.91969E-09,-8.15955E-09,3.39094E-08,1.74534E-08,-1.93423E-08,4.98931E-08,3.1208E-09,-9.56593E-09,2.65263E-08,6.91427E-09,-1.05543E-08,3.0686E-08
Libyan Arab Jamahiriya,2.34494E-09,-1.3152E-08,1.32068E-08,6.35632E-10,-1.03316E-08,1.26093E-08,2.02623E-09,4.53671E-11,5.6479E-09,3.42943E-09,-1.67683E-08,1.79583E-08,4.48099E-10,-2.44005E-09,4.25505E-09,2.90106E-10,-2.53805E-09,4.79127E-09,4.82012E-09,-2.99117E-08,4.28505E-08,6.87579E-09,-3.38869E-08,4.52422E-08,4.86229E-09,-5.71261E-10,1.89958E-08,1.27041E-08,-4.26673E-08,7.74271E-08,7.61047E-10,-2.09171E-09,7.95387E-09,3.43982E-09,-7.66053E-09,1.85727E-08,5.87206E-08,-2.38449E-07,4.14907E-07,3.4845E-08,-2.05484E-07,2.72506E-07,2.29762E-08,-4.22531E-09,7.29572E-08,4.48322E-08,-1.96463E-07,2.86157E-07,5.0192E-09,-3.93218E-08,6.9922E-08,1.38275E-08,-5.63126E-08,9.73235E-08,1.97704E-10,-1.09805E-09,1.33192E-09,1.78948E-10,-9.94312E-10,1.2024E-09,1.54426E-10,8.57715E-12,4.18151E-10,2.54581E-10,-1.53115E-09,1.47519E-09,1.56393E-11,-1.14851E-10,2.38024E-10,7.74591E-11,-2.34232E-10,3.88475E-10,2.6229E-09,-1.69273E-08,1.83312E-08,2.35865E-09,-1.14602E-08,1.88706E-08,1.42565E-09,1.57755E-11,4.42844E-09,3.19122E-09,-1.82339E-08,2.47699E-08,3.13033E-10,-1.53055E-09,2.78945E-09,7.07847E-10,-2.56712E-09,3.97806E-09
Madagascar,5.42667E-08,-1.21896E-07,2.63813E-07,1.56554E-08,-1.18851E-07,2.37632E-07,3.63816E-08,-1.78379E-08,1.83799E-07,7.30525E-08,-1.67133E-07,3.08734E-07,1.94614E-08,-8.36621E-08,1.72526E-07,1.93908E-08,-1.10482E-07,2.03683E-07,9.85663E-08,-2.7366E-07,4.98602E-07,1.22564E-07,-3.03847E-07,5.6948E-07,7.02289E-08,-5.18569E-08,3.85897E-07,2.13445E-07,-3.86382E-07,8.3147E-07,1.72446E-08,-6.40367E-08,2.17167E-07,8.05275E-08,-2.40366E-07,4.87195E-07,2.33806E-06,-2.33246E-06,9.17414E-06,1.72155E-06,-2.41879E-06,8.38956E-06,1.55674E-06,-2.73628E-08,6.58866E-06,2.15909E-06,-2.53949E-06,8.39551E-06,3.78058E-07,-1.74569E-06,4.71485E-06,1.444E-06,-1.73715E-06,6.78262E-06,3.06541E-08,-4.98832E-08,1.40006E-07,2.65977E-08,-5.82712E-08,1.39942E-07,1.93255E-08,-1.84302E-08,9.43731E-08,3.56526E-08,-5.82201E-08,1.58382E-07,5.50755E-09,-2.79721E-08,8.46742E-08,1.96222E-08,-5.3082E-08,1.43262E-07,9.65618E-08,-2.29985E-07,4.58733E-07,8.31934E-08,-2.0355E-07,4.71601E-07,4.62122E-08,-2.59237E-08,2.33884E-07,1.10582E-07,-2.75189E-07,6.27031E-07,1.9878E-08,-9.9085E-08,2.20293E-07,4.12132E-08,-1.86802E-07,2.917E-07
Martinique,7.31512E-07,-1.69546E-07,2.59361E-06,3.49139E-07,-1.0499E-06,2.48747E-06,4.35626E-07,-8.52527E-07,2.50175E-06,9.59893E-07,7.54149E-08,2.98044E-06,2.95167E-07,-6.54008E-07,1.89127E-06,3.36667E-07,-7.46057E-07,2.31215E-06,5.4165E-06,-9.79669E-07,1.65072E-05,5.85157E-06,-1.2715E-06,1.79092E-05,2.43884E-06,-8.95511E-06,1.64075E-05,9.10518E-06,1.85289E-06,2.19491E-05,1.03383E-06,-9.32835E-07,7.76772E-06,4.57148E-06,-2.22997E-06,1.57885E-05,4.6318E-05,3.67259E-06,0.000134028,3.44492E-05,-1.23663E-05,0.000120083,3.26603E-05,2.7023E-06,0.000124678,4.27568E-05,-3.13432E-06,0.000118568,9.05344E-06,-1.9371E-05,7.00618E-05,3.33295E-05,-9.56292E-06,0.000117336,2.3392E-07,-1.07933E-07,7.95516E-07,2.14401E-07,-1.0331E-07,7.05904E-07,1.32007E-07,-2.33729E-07,6.44258E-07,2.81405E-07,6.0957E-08,8.21266E-07,5.16185E-08,-1.29259E-07,5.09118E-07,1.62857E-07,-6.12464E-08,7.68849E-07,1.76208E-06,-8.16311E-07,5.71296E-06,1.60551E-06,-7.44516E-07,5.28397E-06,8.64144E-07,-6.18565E-07,4.50684E-06,2.1114E-06,5.15337E-07,5.81773E-06,3.89931E-07,-9.33401E-07,3.57927E-06,8.2958E-07,-1.01231E-06,4.22262E-06
