Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (old methodology and population)","351","China","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","1.09","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","10.83","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","4.21","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","351","China","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.58","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","96","China, Hong Kong SAR","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","8.05","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","96","China, Hong Kong SAR","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.73","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","96","China, Hong Kong SAR","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","15.95","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","96","China, Hong Kong SAR","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","23.21","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","96","China, Hong Kong SAR","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","1.38","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","128","China, Macao SAR","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","5.23","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","128","China, Macao SAR","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.36","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","128","China, Macao SAR","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","14.22","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","128","China, Macao SAR","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","12.14","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","128","China, Macao SAR","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.41","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","41","China, mainland","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","1.77","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","41","China, mainland","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","1.1","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","41","China, mainland","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","10.78","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","41","China, mainland","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","3.99","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","41","China, mainland","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.59","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","214","China, Taiwan Province of","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","2.12","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","214","China, Taiwan Province of","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.37","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","214","China, Taiwan Province of","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","11.75","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","214","China, Taiwan Province of","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","11.3","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","214","China, Taiwan Province of","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.02","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","44","Colombia","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","6.46","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","44","Colombia","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.09","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","44","Colombia","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","1.58","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","44","Colombia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","7.22","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","44","Colombia","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.07","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","46","Congo","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","1.13","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","46","Congo","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.15","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","46","Congo","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","0.67","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","46","Congo","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","7.72","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","46","Congo","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","4.79","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","48","Costa Rica","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","7.25","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","48","Costa Rica","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.01","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","48","Costa Rica","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","2.59","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","48","Costa Rica","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","6.27","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","48","Costa Rica","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","107","Côte d'Ivoire","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","0.76","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","107","Côte d'Ivoire","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.27","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","107","Côte d'Ivoire","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","0.29","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","107","Côte d'Ivoire","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","0.61","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","107","Côte d'Ivoire","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","4.24","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","98","Croatia","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","3.63","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","98","Croatia","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.3","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","98","Croatia","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","10.15","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","98","Croatia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","2.63","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","98","Croatia","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.31","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","49","Cuba","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","2.38","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","49","Cuba","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.53","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","49","Cuba","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","5.69","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","49","Cuba","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","5.16","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","49","Cuba","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","3.47","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","50","Cyprus","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","2.75","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","50","Cyprus","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","2.12","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","50","Cyprus","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","9.29","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","50","Cyprus","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","9.73","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","50","Cyprus","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","1.14","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","167","Czechia","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","3.25","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","167","Czechia","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.09","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","167","Czechia","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","11.64","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","167","Czechia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","7.46","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","167","Czechia","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","2.31","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","116","Democratic People's Republic of Korea","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","0.33","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","116","Democratic People's Republic of Korea","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.27","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","116","Democratic People's Republic of Korea","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","1.38","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","116","Democratic People's Republic of Korea","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","0.54","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","116","Democratic People's Republic of Korea","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","2.83","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","54","Denmark","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","10.47","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","54","Denmark","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.33","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","54","Denmark","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","5.56","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","54","Denmark","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","10.25","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","54","Denmark","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.42","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","72","Djibouti","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","3.3","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","72","Djibouti","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","2.02","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","72","Djibouti","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","0.04","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","72","Djibouti","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","0.28","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","72","Djibouti","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.29","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","55","Dominica","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","3.67","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","55","Dominica","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.66","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","55","Dominica","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","4.01","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","55","Dominica","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","10.23","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","55","Dominica","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","3.91","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.09","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","3.02","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","8.37","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.01","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","58","Ecuador","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","6.73","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","58","Ecuador","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.17","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","58","Ecuador","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","3.69","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","58","Ecuador","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","6.98","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","58","Ecuador","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.3","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","59","Egypt","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","4.93","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","59","Egypt","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.64","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","59","Egypt","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","59","Egypt","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","4.04","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","59","Egypt","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.64","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","60","El Salvador","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","3.18","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","60","El Salvador","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.01","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","60","El Salvador","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","0.66","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","60","El Salvador","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","5.44","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","60","El Salvador","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","63","Estonia","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","5.31","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","63","Estonia","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.18","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","63","Estonia","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","8.88","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","63","Estonia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","6.43","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","63","Estonia","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.12","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","209","Eswatini","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","5.7","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","209","Eswatini","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.72","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","209","Eswatini","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","0.4","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","209","Eswatini","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","1.82","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","209","Eswatini","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.14","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","238","Ethiopia","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","1.83","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","238","Ethiopia","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.58","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","238","Ethiopia","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","0.01","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","238","Ethiopia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","0.2","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","238","Ethiopia","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.58","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","66","Fiji","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","3.79","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","66","Fiji","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","1.94","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","66","Fiji","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","1.4","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","66","Fiji","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","8.27","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","66","Fiji","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.05","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","67","Finland","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","7.88","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","67","Finland","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.19","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","67","Finland","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","9.03","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","67","Finland","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","7.5","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","67","Finland","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.95","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","68","France","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","10.01","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","68","France","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","1.14","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","68","France","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","8.77","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","68","France","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","9.01","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","68","France","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","1.66","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","13.72","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","1.23","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","4.19","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","16.43","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","1.66","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","74","Gabon","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","2.28","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","74","Gabon","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.53","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","74","Gabon","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","1.9","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","74","Gabon","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","11.84","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","74","Gabon","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","9.13","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","75","Gambia","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","0.91","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","75","Gambia","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.36","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","75","Gambia","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","0.1","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","75","Gambia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","1.5","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","75","Gambia","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.37","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","73","Georgia","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","2.58","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","73","Georgia","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.34","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","73","Georgia","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","1.66","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","73","Georgia","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","4.3","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","73","Georgia","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","0.05","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","79","Germany","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","4.78","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","79","Germany","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.3","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","79","Germany","674","Protein supply quantity (g/capita/day)","2733","Pigmeat","2011","2011","g/capita/day","14.72","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","79","Germany","674","Protein supply quantity (g/capita/day)","2734","Poultry Meat","2011","2011","g/capita/day","7.37","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","79","Germany","674","Protein supply quantity (g/capita/day)","2735","Meat, Other","2011","2011","g/capita/day","1.27","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","81","Ghana","674","Protein supply quantity (g/capita/day)","2731","Bovine Meat","2011","2011","g/capita/day","0.49","Fc","Calculated data"
"FBSH","Food Balances (old methodology and population)","81","Ghana","674","Protein supply quantity (g/capita/day)","2732","Mutton & Goat Meat","2011","2011","g/capita/day","0.7","Fc","Calculated data"
